eventStart,eventEnd,eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventStartLatitude,eventStartLongitude,eventEndLatitude,eventEndLongitude,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianHorizontalNorm,gyro_angular_change_per_second,gyroAngleChange,mems_radius,is_ios,dv,aggression_score,angle_rate_ratio,curvature,turn_intensity
68529.81,73310.805,4.0,18.307573,4.7809925,0.021037154,41.795513,-87.59184,41.79539,-87.59221,5.165283,16.037752,19.157139,1.0714308,7.572877,36.480156,58.138577,0,3.1193869999999997,0.29839542777460326,0.20205030630075285,0.016909436288938776,0.12805308115546982
26514.193,42813.504,4.0,17.592905,16.29931,0.07852907,41.794834,-87.58972,41.795517,-87.58973,4.326119,21.720446,19.703844,0.79695046,10.235713,167.20583,14.7072735,0,2.016601999999999,0.03064547547148762,0.0608523081512692,0.06366477288372167,0.6516543434479575
147157.69,154689.33,4.0,7.2296796,7.531641,0.013618123,41.793312,-87.60137,41.793213,-87.60117,0.8419657,5.3675613,15.970686,1.5547556,10.250287,83.14006,12.24859,0,10.6031247,0.5129788417383488,0.12182409900824887,0.0754797302958277,0.7736888982148289
1319802.0,1324564.1,4.0,7.7639394,4.762125,0.006818876,41.88444,-87.62614,41.88435,-87.62618,7.3026905,3.5323386,11.880538,1.5152967,18.577728,89.144806,9.320921,0,8.348199399999999,0.80332563764829,0.20608761418822066,0.09689057788544259,1.8000068017185675
1267042.4,1275136.2,4.0,13.615067,8.093875,0.026856184,41.884254,-87.62442,41.88447,-87.6248,2.9291186,9.199824,17.919739,1.4444267,9.345539,75.97932,16.252998,0,8.719915,0.3786844849967575,0.12140324180572133,0.05796094104920199,0.5416762350520181
251099.72,256339.72,4.0,17.895733,5.2400002,0.019651614,41.873375,-87.6206,41.873196,-87.62034,2.37064,18.294924,20.074287,1.7509116,14.534798,76.684,6.5688667,0,1.779363,0.14834318534032848,0.18710156531589517,0.13212017593069778,1.9203400688771541
897636.5,902995.7,4.0,12.65365,5.3591876,0.018434022,41.84688,-87.626915,41.84685,-87.62659,0.8658496,3.6780252,20.732443,2.0960388,18.82185,101.55138,15.804001,0,17.0544178,1.3746383578122665,0.18353580419883186,0.0595096370203739,1.1200814615519246
850200.7,854546.0,4.0,13.703464,4.3453126,0.011432262,41.847504,-87.62819,41.847416,-87.62802,2.6002612,13.497222,14.971985,2.0929372,19.222458,84.223656,3.9476895,0,1.4747629999999994,0.16281360625115288,0.22555307883060072,0.20211454255567168,3.8851383054656115
810694.5,816017.5,4.0,13.459399,5.3230004,0.01877138,41.849373,-87.629295,41.84922,-87.629036,2.3993337,12.456742,15.135815,1.4228365,14.981794,80.286934,5.0561223,0,2.679072999999999,0.21814727850255905,0.18430752967014355,0.1651221607595342,2.4738261973342253
739646.4,743702.25,4.0,5.6717286,4.0558753,0.005183049,41.85109,-87.62954,41.851044,-87.62947,3.671342,6.6029406,4.053044,1.0378567,13.275635,54.32507,10.682714,0,2.5498966000000003,0.3121732450972617,0.23995694899256342,0.08559654888410347,1.1363485402450149
