eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianHorizontalNorm,gyro_angular_change_per_second,gyroAngleChange,mems_radius,is_ios
4.0,21.385313,3.534125,0.012483036,4.9436183,21.461143,21.49757,0.9787045,7.8349175,28.000696,36.80737,1
4.0,7.7101736,4.6062503,0.012637426,6.072233,2.2122653,13.151956,1.3520863,16.950064,78.7493,10.951823,1
4.0,5.0156984,5.00575,0.0062623313,4.8245544,2.5743408,7.5882573,1.0729259,15.313452,77.268555,12.584562,1
4.0,16.382376,6.9280005,0.033348188,4.80453,15.015652,18.035952,1.7310535,13.315609,92.78378,26.204233,1
4.0,9.052498,5.1861563,0.008794004,2.2986462,13.762504,7.710148,1.615175,17.796444,93.010605,6.741073,1
5.0,16.064913,2.6534064,0.0031354865,9.721358,18.216084,14.6333685,3.1595826,21.453604,57.787636,7.118123,1
5.0,21.792921,7.5462,0.041393943,10.0,29.114769,16.801407,1.8269436,9.219659,69.941505,61.26142,1
4.0,13.768166,6.9090004,0.024531888,4.740786,10.278918,17.433619,1.6565825,8.052863,55.958836,57.027103,1
4.0,6.311705,5.469516,0.008976286,4.7362523,8.196314,5.4883046,0.7784826,15.52449,85.5358,1.6490101,1
5.0,7.638111,9.652079,0.021306513,4.7412357,15.991075,7.527977,1.8099978,17.776478,172.29489,11.364716,1
4.0,15.628407,5.871688,0.027634598,4.747145,16.840876,15.666535,2.3576105,14.630398,86.49352,4.230216,1
4.0,16.979155,5.8871255,0.030156283,4.754597,15.507384,23.27562,2.574809,18.845215,111.69887,4.6663175,1
5.0,27.749472,2.7576563,0.014186546,4.7439218,31.579517,23.789999,2.4325604,10.183637,28.489971,17.642647,1
5.0,5.291934,2.6727502,0.0031488389,4.734574,5.1217628,6.5488725,1.4022304,11.361968,30.820951,19.604837,1
5.0,45.0913,4.0110745,0.036895752,4.8546042,44.96681,45.48032,2.5486622,8.346143,33.81177,10.485792,1
5.0,19.18223,5.8871255,0.020394819,4.752619,30.5504,12.618551,2.5661187,15.8052635,93.68054,30.33318,1
5.0,12.082153,7.4088755,0.033055604,4.7451725,0.07852266,23.70063,2.6596115,10.818221,80.5841,83.60082,1
5.0,16.913996,4.525125,0.021829972,4.7455463,17.08516,18.582985,2.7424064,17.461906,79.71658,16.320213,1
4.0,21.214367,5.606375,0.036861055,4.7510276,16.91754,25.344797,2.1707044,12.949138,73.11628,25.94406,1
5.0,9.756609,4.5861254,0.00630748,4.746291,9.492708,11.080479,1.7315533,19.067732,88.21409,4.1803403,1
5.0,10.897034,9.292969,0.027987057,4.7434616,15.42669,8.294894,1.2823114,9.724029,90.75628,15.216512,1
5.0,7.003479,7.5228753,0.013477353,4.7454615,1.572155,12.163349,1.2900997,13.010644,98.400856,8.262445,1
5.0,16.169142,4.264297,0.010370681,4.74463,20.581718,13.159931,3.459544,17.961788,77.316986,15.632703,1
4.0,11.947339,5.6321096,0.023231378,4.7465076,6.9813476,15.396001,1.3213489,12.0072,68.10891,17.333998,1
5.0,12.83367,8.031328,0.031061154,3.2445648,17.669672,10.34725,1.6156895,10.382875,83.80522,19.682035,1
5.0,8.791969,5.150125,0.010164066,10.0,10.932423,7.1348443,1.1447928,16.622463,86.271385,5.0405545,1
4.0,16.916487,4.7908754,0.020983905,10.0,13.924455,19.563284,2.6320832,18.530212,89.51574,3.898503,1
5.0,16.772638,3.8728752,0.011569356,10.0,22.440237,11.853047,1.9306158,9.665048,37.817417,51.050694,1
4.0,32.49519,6.947313,0.058790855,10.0,32.68219,34.293285,1.9806848,8.667905,60.56473,65.09499,1
5.0,36.617863,4.8710628,0.03955794,10.0,40.39242,34.408363,2.939703,10.409809,51.122463,15.789015,1
5.0,12.256682,6.59218,0.01925767,4.7781353,14.4964285,13.957371,1.4393759,10.164471,67.40967,41.234444,1
5.0,13.895685,4.3516254,0.011228652,10.0,14.730001,13.809376,1.9668177,12.6865835,55.713745,8.792214,1
4.0,12.934782,5.3098125,0.016661165,10.0,15.190313,12.773673,1.3377526,16.674982,89.20675,3.476111,1
5.0,9.793906,5.878125,0.012652284,4.810725,12.870108,8.74243,1.794087,15.403453,91.15521,15.371117,1
4.0,7.957222,9.37325,0.020874847,4.8138175,7.1615505,10.167352,1.0504506,9.858988,92.80232,24.075098,1
4.0,7.883742,5.5605,0.0086950045,4.78942,9.25532,6.0706577,0.8969281,7.8375287,43.89187,37.746906,1
5.0,10.262609,6.0966253,0.017845422,4.7901363,12.149001,8.1683855,1.4007001,16.448622,100.936516,10.067728,1
4.0,10.318836,10.008751,0.023893593,4.7912493,18.70223,9.720487,1.4110577,9.767695,98.15038,99.99607,1
4.0,13.343273,9.849875,0.038151816,4.8284063,17.284845,18.428425,1.4074907,10.134201,100.223114,36.44107,1
5.0,9.335526,8.7775,0.023574965,4.8002415,13.747955,10.201325,1.3968992,10.610856,93.55822,31.859348,1
4.0,5.3292484,4.2895,0.0077731377,4.8098884,0.05640352,11.142116,2.3638742,18.2439,78.98182,8.060285,1
5.0,30.220594,5.5602503,0.041899834,4.737566,32.81752,28.661606,2.632124,10.804498,60.50482,31.65389,1
5.0,34.026234,21.049501,0.19001135,4.777993,39.598843,31.647749,1.0373724,12.277478,258.9224,12.268912,1
5.0,55.718777,2.978625,0.030664686,4.7675877,56.708996,54.80394,1.3490794,10.105509,30.501862,23.353191,1
4.0,11.813087,7.386563,0.027335424,4.802393,7.5988994,17.616173,1.7931732,13.322743,98.93837,11.655907,1
4.0,11.929923,4.3431253,0.01717912,4.7452135,7.7055945,16.463377,2.1032648,19.603262,85.920525,2.63199,1
5.0,10.378135,4.8611565,0.012890908,4.7460256,11.520701,12.683738,1.497707,18.589796,91.10863,7.7320423,1
4.0,12.599131,5.5784063,0.020623574,4.743826,9.377159,18.00755,1.8484042,14.419866,81.01444,9.058143,1
5.0,15.595266,4.6220703,0.023727905,4.7470284,8.065921,22.357376,1.8227826,8.943843,41.69544,60.31365,1
5.0,15.110434,3.2238126,0.009161973,4.750014,13.591964,16.350582,2.8338351,28.344975,92.52112,6.005864,1
5.0,13.076575,8.154945,0.023733405,4.738297,14.791669,12.434689,1.0721905,10.775766,88.30868,6.8494353,1
5.0,20.600159,6.3167505,0.027109465,4.750304,25.81798,22.281315,2.347209,13.467196,85.60733,26.230982,1
4.0,13.054987,5.5102973,0.022849897,2.0284255,12.860798,14.021325,2.099555,15.781095,87.593254,22.349472,1
5.0,7.7357655,5.268797,0.014172843,2.043455,2.9579287,12.319246,1.7923023,16.447067,87.31776,9.737769,1
4.0,16.223963,6.0714064,0.024313414,2.0000029,17.676876,17.74604,1.946955,12.226884,74.726,29.771515,1
5.0,12.365621,6.35543,0.01960741,2.0351353,16.908615,12.325353,1.9173245,15.821158,101.18666,20.995934,1
4.0,11.734273,5.101469,0.019071866,4.7421017,6.142755,15.704064,1.9358895,15.100382,77.635956,6.30446,1
5.0,11.255678,4.981813,0.012966251,4.7418857,12.746472,11.759311,1.4031211,16.855072,84.640564,7.0533767,1
4.0,15.070035,12.394766,0.053345244,4.744296,5.191699,19.628208,1.0327609,10.913694,135.70764,15.328947,1
5.0,14.181378,5.300563,0.023030493,4.7447224,12.017103,18.655666,1.523813,15.178174,81.05778,9.282516,1
5.0,8.538662,3.218125,0.016680645,9.8744335,1.7729625,14.785776,2.7251604,16.694756,54.397385,21.085293,1
4.0,6.672504,11.504813,0.037035175,4.741886,3.9763377,11.124791,0.9223223,11.443013,132.11005,15.493652,1
4.0,6.527345,13.390532,0.03163867,9.973396,2.9526522,8.5561075,0.65577793,13.571404,182.27406,3.1374242,1
5.0,16.396317,5.7522817,0.02494986,4.744887,16.957535,17.704613,2.991344,18.965797,109.85953,7.401344,1
4.0,14.023595,7.333313,0.02355698,4.7408795,14.352454,15.605874,0.5786565,8.018273,59.12007,13.909234,1
5.0,9.7781,3.9456878,0.011687958,4.741966,4.6227717,13.945002,1.5878218,10.665108,42.506245,28.027544,1
4.0,9.256225,4.1030316,0.0064555914,4.7443786,7.1284637,10.56155,2.330193,18.208742,75.4364,11.898692,1
4.0,8.276826,4.1030626,0.011389735,4.7453847,2.4712102,14.749718,2.5132074,18.917225,78.37214,6.6235666,1
5.0,7.7386694,4.740547,0.008265526,4.745357,3.2626135,12.391696,2.1300998,18.09099,86.481865,18.679857,1
5.0,15.504069,4.34075,0.0139511,4.8232155,13.308688,18.674269,2.5031996,15.616599,68.41542,24.93684,1
5.0,17.261719,4.3660316,0.01832339,10.0,23.130707,17.491877,3.471053,21.414963,94.356186,8.021351,1
4.0,14.828639,3.2844534,0.015538352,10.0,7.710235,23.475939,3.7571485,18.565542,61.72129,22.741035,1
4.0,10.277363,6.8492503,0.023116225,10.0,13.233985,18.757736,2.4292796,12.186236,83.9547,47.41931,1
4.0,21.232141,4.0878363,0.026358724,4.8265624,19.222044,23.647507,2.5472782,12.983109,53.593147,17.530506,1
4.0,20.34551,7.2342505,0.043175,4.745826,17.70471,26.148876,1.8479315,10.739163,78.11902,16.746729,1
5.0,39.833965,4.95625,0.043708842,4.746402,38.677082,41.38029,2.2913032,6.9563003,34.755207,14.90355,1
5.0,17.254372,3.47725,0.0136779435,4.745943,16.571154,18.020452,1.536574,9.119524,32.07536,16.391682,1
4.0,14.413618,5.156,0.01716725,4.74673,13.846898,14.901684,2.0771198,15.337759,79.69453,4.0055466,1
5.0,17.408136,3.1975002,0.010225487,4.746157,17.311562,17.626783,1.8337564,11.727875,37.968628,8.862655,1
4.0,16.249243,4.35675,0.015611476,4.7463264,16.253002,16.369246,2.4161875,16.017088,70.42265,4.213155,1
5.0,16.725372,3.3575,0.009504919,4.7463355,16.03126,17.37843,1.4051378,8.384387,28.485704,16.907944,1
5.0,17.926058,2.75775,0.009436565,4.744696,17.393581,18.650957,1.6369541,10.348227,28.951412,15.319882,1
4.0,15.850295,4.5165,0.014298075,4.745844,16.103025,16.44153,2.1829152,15.089118,68.7531,4.5133753,1
5.0,10.46449,3.877,0.012029456,4.746395,1.6636295,19.350342,2.5270555,13.163048,51.55925,34.348747,1
4.0,19.070107,3.5572815,0.011472681,4.7469387,17.90068,20.110443,3.3007152,16.365648,58.871346,4.2253137,1
4.0,15.831832,6.394766,0.024069715,4.746187,15.672832,17.277973,3.4325016,22.144646,142.49489,2.153905,1
5.0,6.897524,3.9915001,0.010210168,4.7479696,3.7469869,11.43229,2.1440177,18.530571,74.70443,14.156671,1
5.0,7.4212513,11.409813,0.023238497,5.398631,14.822547,6.7237496,0.90109414,7.643051,87.5107,29.511908,1
4.0,21.717665,6.466266,0.034141067,4.702009,23.839489,23.489664,2.8203664,12.972649,84.402405,23.854837,1
4.0,31.12495,4.2311645,0.028297007,4.7430754,29.731163,32.363403,2.6805937,8.921292,38.10356,21.444012,1
4.0,19.917368,6.4895005,0.046254657,10.0,10.587188,28.999691,1.8299699,8.946357,58.415764,15.974332,1
5.0,7.5319104,4.231078,0.01404364,4.7364025,2.4072804,13.258936,1.739732,18.112675,77.35912,4.8481307,1
5.0,15.834169,4.1911798,0.01723614,4.733927,14.634317,17.876219,1.0134053,6.560924,27.759897,35.021614,1
4.0,16.123985,5.3162503,0.028051406,4.7454057,11.951382,21.9741,2.6540005,16.199045,86.765686,5.6020846,1
4.0,12.634981,7.553485,0.028125009,4.74388,12.502449,14.743642,2.5767963,21.997175,167.03447,2.5852716,1
5.0,10.7298155,4.156438,0.01011444,4.7439146,8.994402,12.416698,0.9828503,8.228355,34.529503,14.067817,1
4.0,11.5627365,8.74275,0.025856579,4.738694,10.98695,15.172788,1.5756549,13.296776,116.783646,24.128967,1
5.0,17.01945,5.429688,0.018884402,4.7451286,18.496763,17.584671,3.1007416,15.40165,84.245605,24.353725,1
5.0,16.318,5.2688127,0.022174155,4.720519,18.500341,18.478178,2.5676105,12.47573,66.234055,40.32327,1
5.0,13.119587,4.425,0.016443586,4.832226,15.468072,13.149866,1.826843,18.336884,81.878365,5.4717145,1
5.0,10.420239,6.2715,0.020330718,4.06937,4.9355135,17.821716,1.7865059,12.815512,80.88441,35.07406,1
4.0,10.005543,6.3115,0.019593861,2.8287084,8.9692,12.221591,1.106348,14.537481,92.33403,7.0255938,1
5.0,8.12098,5.8721566,0.016833767,3.2347207,4.7807703,11.7398,2.8070064,30.049736,177.65714,2.48629,1
4.0,5.6433754,5.1531253,0.020697948,3.3525913,2.2664607,5.696318,1.5823323,16.665771,86.546555,13.72664,1
4.0,16.825323,6.5688753,0.032892115,4.7494817,9.238265,22.680473,2.3994405,14.850031,98.14281,13.786216,1
5.0,9.834588,7.2100005,0.025217403,7.6436634,16.253565,16.336437,2.1995115,11.642753,84.413216,68.439255,1
4.0,6.6149416,7.409016,0.0077080773,4.73123,12.956553,4.9834666,0.4955141,7.160037,53.335583,17.59179,1
5.0,9.484051,3.884719,0.0075149857,4.7958956,10.644724,8.611089,1.3962626,17.12432,67.20898,10.781951,1
4.0,7.757451,13.39325,0.029589463,2.327335,3.9538832,7.810001,1.036725,13.913306,186.90399,18.116467,1
5.0,9.271635,5.3091254,0.014811796,2.2421048,9.291457,10.962452,1.6150472,16.200926,86.66436,12.565134,1
4.0,9.311172,3.6198752,0.011131288,2.0174775,5.593729,13.026454,1.8366108,12.801946,46.85635,31.70354,1
4.0,21.840637,6.542563,0.040625073,6.000906,19.120865,25.337645,1.6808236,9.064036,59.663628,16.488401,1
5.0,5.683498,3.7932267,0.0050725513,7.001057,1.8016123,14.840314,1.939822,13.14568,50.389435,34.140636,1
4.0,14.724491,5.8648286,0.023574458,4.000604,11.950555,19.615282,1.933815,12.921007,76.295,8.286129,1
4.0,13.303033,5.788836,0.01593784,10.0,9.436407,17.722033,2.5270612,19.471813,113.49651,3.0304298,1
4.0,8.903887,4.585594,0.0065633557,6.68413,6.3705606,10.226265,1.802686,17.134386,79.26056,14.808599,1
5.0,6.987856,3.4593127,0.0056944205,2.0375848,4.5892334,8.691018,2.3253448,21.548708,75.41051,4.42697,1
4.0,9.540641,4.6660433,0.016496338,2.0019727,4.0414453,15.206909,1.8419933,13.847361,65.16939,25.492155,1
5.0,9.220487,4.465141,0.013097054,4.7566104,4.821612,14.112678,2.4358754,19.175396,86.3922,12.658408,1
5.0,11.814689,5.4995003,0.017809419,7.9880705,11.853047,12.428438,1.8604069,19.681067,109.02035,5.2091546,1
4.0,10.195922,5.1017504,0.018372238,5.0,2.5317187,16.110939,2.156167,16.177542,83.17857,7.5347223,1
4.0,15.919143,3.3085,0.008091541,5.0,17.376799,14.269689,1.6304215,10.415009,34.873215,18.247753,1
5.0,15.006189,4.9827504,0.020805808,5.0,13.00383,16.110939,0.84606403,8.357821,41.978096,13.888425,1
4.0,5.920854,4.7825003,0.010771651,4.744402,0.0,9.584592,0.7274358,17.149595,82.70142,3.745734,1
4.0,11.238241,4.555813,0.018690238,4.7319245,5.6629276,24.035511,3.136001,18.167406,83.49333,5.9256434,1
4.0,17.43806,5.03525,0.024091188,4.746154,21.85182,16.888002,3.3655229,16.831957,85.42576,30.716406,1
4.0,12.725289,7.0272818,0.027002374,4.675703,13.083506,12.115821,1.6528727,14.780637,104.45453,6.0047903,1
5.0,25.050577,14.015095,0.09253162,4.6927595,21.516077,33.160572,1.3458999,7.227921,101.58697,91.255424,1
4.0,17.731777,4.0495315,0.0108825825,4.693262,23.227089,14.1055155,3.256866,20.99001,85.83303,10.496655,1
5.0,36.052002,8.7738285,0.07928874,4.688157,39.169262,36.48717,2.4802206,9.310864,82.06158,19.701416,1
5.0,15.32728,4.5655785,0.00567379,4.6572204,21.99072,12.380597,3.2996852,19.925287,91.761505,10.495061,1
5.0,23.389631,4.152375,0.021445094,10.0,21.749767,24.511642,1.9148309,10.086746,42.286686,22.86474,1
4.0,19.275589,4.3918753,0.015993392,10.0,23.130707,17.491877,3.0349689,18.655602,82.67792,8.897917,1
4.0,24.297928,6.8673754,0.04467007,10.0,19.333128,29.229847,2.230068,10.604076,73.24556,32.080326,1
4.0,31.301252,5.8692813,0.03496577,10.0,33.1425,29.920315,2.4432726,11.556161,68.28776,19.16084,1
5.0,33.280598,4.7912817,0.036761533,10.0,39.126568,29.920315,3.0670562,10.657911,51.4906,45.99524,1
5.0,25.432266,5.829422,0.036294166,10.0,22.670393,27.15844,1.1641593,6.75327,39.637302,20.809584,1
5.0,11.124219,6.228657,0.019924492,10.0,6.559454,16.456173,1.0280457,7.8791075,49.390846,22.444902,1
4.0,6.0665703,4.5730157,0.007908695,5.7527475,5.961163,6.5254817,2.0780241,19.869047,91.65157,11.239592,1
4.0,8.173017,7.7636566,0.018149348,4.742528,3.1120124,11.998944,1.3205336,15.201465,118.63045,4.3975115,1
4.0,18.86615,6.926875,0.04141309,4.766127,17.115927,21.323053,1.3184494,11.831709,82.430504,30.191425,1
5.0,8.494635,4.7092032,0.009515319,4.8191547,9.083096,7.7612653,1.3755772,16.737045,79.4861,13.215691,1
5.0,15.559742,5.0646253,0.024274992,4.746147,10.401475,20.673119,1.8903198,8.981095,45.84688,48.428036,1
5.0,9.26379,3.5690002,0.009643045,10.0,3.3372657,15.995861,3.0875008,21.82472,78.767624,13.026747,1
4.0,6.7665944,4.3310003,0.010704036,10.0,6.3292975,5.0634375,1.3435872,16.113749,70.434845,6.941092,1
5.0,6.115581,7.057875,0.008828359,10.0,4.833282,8.515782,1.0528688,11.922432,84.62514,19.589314,1
4.0,19.059938,7.320875,0.04771134,4.7525253,13.022664,23.066921,1.7857937,11.340968,83.482,11.029957,1
5.0,12.023465,3.9023752,0.006180511,4.743035,9.220565,15.377321,1.8901002,12.579455,49.595833,20.76085,1
4.0,6.6630235,6.034688,0.016688881,5.0,0.5753907,12.773673,1.2387911,12.817315,77.86416,26.254889,1
4.0,8.118238,6.638063,0.019467153,5.0,5.4086723,10.587188,1.3199598,12.035683,80.380775,19.4563,1
5.0,38.959652,6.5147657,0.053468302,4.746557,41.711414,39.307014,2.3259795,7.7226233,50.61974,78.445404,1
5.0,15.328406,5.0577035,0.021708835,10.0,15.305392,17.952188,2.3465817,17.079782,87.07006,19.179441,1
4.0,8.635744,4.498,0.010816376,4.6922307,8.217611,10.35108,0.39506483,10.463195,47.479946,9.265889,1
4.0,12.133903,6.0577817,0.021938419,4.743924,13.198618,14.571145,2.2087684,20.382902,124.287506,7.171738,1
5.0,11.1004715,5.499875,0.02212945,4.7416296,4.0859413,18.728258,1.9628416,13.970565,77.39315,28.315786,1
5.0,16.26443,4.5034375,0.019192409,6.4946404,17.435076,16.62687,2.6637669,19.176994,87.12666,9.149088,1
4.0,26.106298,6.456563,0.04553579,10.0,20.138674,30.84094,1.6663963,9.597229,62.34999,9.696681,1
5.0,9.909505,9.103344,0.020534674,10.0,16.226017,16.110939,2.396315,12.062519,110.293,51.90843,1
4.0,9.767257,7.739766,0.019261803,10.0,10.241954,17.83711,1.4379902,13.237166,102.98341,32.385395,1
5.0,8.5019455,4.023375,0.005315656,4.7441115,12.055755,7.1587033,1.9382082,20.823051,84.61673,4.0183444,1
4.0,20.18366,6.07525,0.031504557,4.745306,25.506659,19.799582,3.2750163,20.361418,124.51991,11.008671,1
5.0,11.946733,5.4316254,0.022445492,4.7389164,8.308294,18.197289,3.0570934,18.917017,103.51125,12.470816,1
5.0,10.479727,1.8911251,0.006587973,4.7419357,8.435029,12.5244255,3.145086,19.871698,38.37944,14.716962,1
4.0,13.233985,6.5885315,0.01945119,10.0,8.745938,20.714064,2.7683365,20.265072,134.32625,10.856085,1
5.0,6.8471484,4.1526723,0.014423032,10.0,1.9563283,12.198282,1.4950943,11.201025,46.96144,46.01329,1
4.0,14.269689,6.707985,0.027035216,10.0,16.456173,12.888751,1.4872015,12.970002,87.520454,46.528713,1
4.0,8.602091,4.471922,0.013840418,10.0,0.80554694,14.384768,2.5573773,19.697342,88.871445,8.246317,1
4.0,19.016417,8.154751,0.042556826,4.7462487,24.746613,12.698863,1.1595234,13.1889105,108.07949,70.81577,1
4.0,12.4857025,3.9975002,0.02368881,4.746859,5.8296986,19.096628,2.353866,15.954091,64.414246,16.605036,1
5.0,24.024136,2.4382188,0.015647661,4.7432456,22.085089,26.185,2.25837,10.163245,25.18645,8.541023,1
4.0,19.067213,3.7572658,0.00902404,4.743153,20.036245,18.495203,2.6647344,15.412513,58.52496,6.056876,1
5.0,26.605404,2.9978204,0.013753817,4.7428246,30.789106,22.774328,2.5710661,9.322358,28.319378,50.194874,1
5.0,10.166247,4.58575,0.011667114,4.740715,6.2888527,13.783135,2.1709445,13.868345,64.15463,39.602962,1
4.0,12.270325,6.033938,0.020171242,4.743941,3.4422386,22.163097,1.9208535,9.09932,55.27077,20.54911,1
5.0,11.471035,3.6203127,0.013969619,4.7427416,9.217296,13.815854,2.0778458,14.633432,53.56624,21.35424,1
5.0,9.601678,2.5744376,0.0044758585,4.742936,10.307247,8.686954,1.1998115,16.73947,43.768078,5.5956435,1
4.0,9.139852,6.838375,0.017171053,4.744294,10.309088,8.8894615,0.6206788,16.754673,115.24871,4.575526,1
4.0,11.876196,5.6965003,0.011535429,4.744689,15.132033,10.416198,1.0371267,12.593483,72.24045,9.522606,1
5.0,12.430029,5.218641,0.015518815,4.7465115,13.823084,13.457752,1.6283771,16.149214,84.92029,9.868068,1
4.0,7.6335244,2.9139376,0.0050263274,4.836394,4.5078855,10.8657,2.4485643,26.9465,79.59604,9.274584,1
5.0,10.6504135,6.4665003,0.022241555,4.772502,6.56072,17.558117,1.9370832,12.0922165,78.677,30.251072,1
5.0,29.460001,5.0306253,0.034362424,10.0,29.460003,29.805237,1.4321502,7.7030087,39.0585,20.502035,1
5.0,17.361456,15.211501,0.07418875,10.0,21.404533,13.694298,1.6915202,17.322687,264.19568,2.4807258,1
5.0,12.451945,4.701547,0.007026919,4.7469606,14.700146,11.7533865,1.7792416,17.13493,81.24339,9.505303,1
5.0,11.236436,6.6757503,0.011847652,4.745949,17.751743,7.845841,0.9290981,7.890737,52.992016,30.689972,1
4.0,6.1750965,4.317375,0.0094469255,4.746724,3.5389826,8.459134,1.402677,19.22782,83.78236,5.2879133,1
4.0,18.02191,5.6362505,0.03169238,4.747267,13.000197,23.207298,2.636547,16.645504,94.48361,3.8212361,1
4.0,12.112209,3.2776563,0.008350943,4.7426414,9.477313,14.844472,1.7587646,11.0470915,36.650135,20.45798,1
4.0,11.680431,5.3007503,0.015034927,5.0,17.376799,9.321329,1.6630664,16.367294,87.41126,7.000007,1
5.0,10.146055,5.4601254,0.018129941,10.0,12.428438,9.89672,1.2971501,16.007158,88.03905,3.5158184,1
4.0,13.661417,6.376813,0.024862612,5.0,11.16258,15.535548,1.8773592,13.575268,87.10799,2.9807198,1
5.0,33.604794,4.446344,0.037411615,4.733663,34.453278,33.567295,2.181327,13.342909,59.86164,43.366486,1
4.0,37.62948,4.6466875,0.030370925,4.7307425,39.98881,36.116436,2.2693176,10.381601,48.65592,36.84767,1
4.0,15.730997,9.173032,0.03543561,4.729164,19.588005,16.412968,2.4072251,17.664242,162.74223,17.549572,1
5.0,21.52727,5.768094,0.030441126,4.720851,20.67804,22.94458,0.8674667,7.843659,45.55715,26.541666,1
5.0,21.447699,5.728094,0.030123068,4.7290034,21.136986,22.722845,0.6928082,6.905287,39.830734,51.633133,1
4.0,16.249798,5.6080627,0.022559157,4.730218,17.51107,15.683192,0.8386172,8.049828,45.466396,17.7241,1
4.0,8.836118,8.612329,0.024651604,4.7198915,9.486128,11.183913,0.71732455,14.508751,125.53531,10.068378,1
4.0,8.601277,5.979,0.018861571,4.745166,3.6645234,16.542137,2.1634772,15.106358,90.92709,4.46611,1
4.0,8.944038,3.7318752,0.011839826,6.3760443,9.932448,7.315378,1.1923375,9.349061,35.264687,37.452374,1
4.0,6.955878,8.10575,0.015917642,4.758137,4.258364,10.295346,0.50340575,9.356183,76.21432,6.416743,1
5.0,8.705735,3.7350626,0.00737522,4.7167277,10.574871,6.966773,1.0446808,20.642529,77.921364,1.6905736,1
5.0,14.641257,4.4105625,0.019062411,4.7250447,15.810384,13.670946,2.9982748,20.173723,89.77907,1.192757,1
5.0,19.33141,3.5530002,0.008800645,4.7434587,25.11179,13.91043,2.956489,10.248355,36.821533,14.584529,1
4.0,32.91679,7.824688,0.06466363,4.7447634,32.031277,37.863155,2.514647,8.36496,65.78714,37.900383,1
5.0,36.161446,4.670875,0.03948187,4.7456384,38.860332,34.60639,3.0155754,10.690805,50.362213,59.370575,1
4.0,37.335587,16.208376,0.15468447,4.744584,40.099113,36.822906,0.9620694,6.690225,108.704765,52.587166,1
5.0,6.294963,4.790418,0.006517703,4.739999,4.32014,9.479369,1.7940438,17.298904,83.55956,6.742655,1
4.0,20.511545,6.3472424,0.028823221,4.7387304,19.367435,17.651602,1.5986133,7.129843,45.539463,53.32307,1
5.0,18.072657,4.311856,0.014292791,4.739019,19.694618,17.178736,2.074844,12.638554,55.00021,8.097916,1
4.0,13.884392,4.5473437,0.019253882,4.742178,8.358571,18.688093,2.810553,19.6529,90.15243,2.0835807,1
5.0,9.445837,3.789383,0.00884442,4.7228417,8.180197,12.391501,2.2806394,18.650032,71.41603,10.335559,1
5.0,8.3585615,4.826524,0.009725368,4.805396,8.286301,10.018147,1.6255296,17.357351,84.46804,3.3790503,1
4.0,15.725356,2.5180001,0.007350713,4.746722,17.619518,13.907903,2.3244352,17.042397,43.59391,4.8374925,1
4.0,12.452259,4.076875,0.013503202,4.744955,6.8257704,18.63351,2.083677,16.146,66.47057,13.379523,1
5.0,32.03392,6.2753754,0.05734323,4.746511,33.17409,32.959484,1.5274748,8.031292,50.720383,18.6985,1
4.0,14.067346,3.9572659,0.011810244,4.7431026,14.211688,15.814267,1.6196429,13.099213,52.360672,5.3467193,1
5.0,15.373328,3.7574377,0.012528391,4.7431064,15.599988,14.988631,1.2370836,8.364479,31.76336,6.431784,1
4.0,5.293225,3.4627502,0.003904427,8.001208,4.2878485,7.3039784,1.914777,17.762362,62.2136,12.323956,1
4.0,11.641632,5.7315626,0.01584374,5.1163826,12.3376255,9.360621,1.7198882,15.274902,88.16129,19.564522,1
4.0,11.619416,5.0677657,0.014681654,4.7377334,10.646578,16.249756,3.2397246,17.784914,90.845085,9.172118,1
5.0,13.15605,4.6458755,0.019513743,4.707626,8.033987,19.076244,2.2607424,17.359678,81.34023,10.186696,1
5.0,40.57003,21.323875,0.23432565,4.6988487,56.0976,31.724606,0.6728499,8.1179695,173.42894,18.121,1
4.0,27.30141,5.8365,0.027961254,4.732934,32.881954,23.095009,1.4037457,7.7960815,45.81137,31.275791,1
4.0,16.228203,5.3600626,0.023567868,4.7453194,11.744073,19.528881,2.2107937,16.06793,86.76308,7.205657,1
5.0,27.878208,6.4360003,0.037456907,4.7408285,30.336626,26.45548,1.482754,7.0217056,45.47415,20.580645,1
5.0,6.7255588,4.1029377,0.009255453,4.8053026,2.4380705,10.248394,2.4716544,19.29422,79.939095,6.7328568,1
4.0,13.1101055,5.1810784,0.019830339,4.739199,15.30799,13.650497,1.6702619,16.02224,83.65103,6.8843813,1
4.0,7.194597,11.569032,0.024014663,2.0230777,9.010653,5.851725,0.75351894,9.603681,111.47938,15.789022,1
4.0,9.461872,10.555735,0.024862053,2.1649451,14.222633,11.113717,1.3650081,8.064293,85.43865,111.50911,1
5.0,8.72548,5.8425,0.013596931,2.7077167,6.271561,11.906158,1.9388098,15.096245,88.78781,11.186681,1
4.0,7.2829494,6.6265,0.01359721,4.7629647,2.8722663,12.046234,1.311819,12.956345,86.37241,14.251729,1
5.0,25.37473,5.9490004,0.037526313,10.0,27.84891,24.62672,2.1949513,9.79882,58.684414,17.864944,1
4.0,20.07587,5.2696877,0.027527492,4.7449884,19.0779,22.732422,2.5831845,14.957904,79.42519,9.999094,1
